accessibility.chat.tts.says,chat.type.text.narrate
item.banner.triangles_bottom.lime,block.minecraft.banner.triangles_bottom.lime
item.banner.triangles_bottom.magenta,block.minecraft.banner.triangles_bottom.magenta
item.banner.triangles_bottom.orange,block.minecraft.banner.triangles_bottom.orange
item.banner.triangles_bottom.pink,block.minecraft.banner.triangles_bottom.pink
item.banner.triangles_bottom.purple,block.minecraft.banner.triangles_bottom.purple
item.banner.triangles_bottom.red,block.minecraft.banner.triangles_bottom.red
item.banner.triangles_bottom.silver,block.minecraft.banner.triangles_bottom.light_gray
item.banner.triangles_bottom.white,block.minecraft.banner.triangles_bottom.white
item.banner.triangles_bottom.yellow,block.minecraft.banner.triangles_bottom.yellow
item.banner.triangles_top.black,block.minecraft.banner.triangles_top.black
item.banner.triangles_top.blue,block.minecraft.banner.triangles_top.blue
item.banner.triangles_top.brown,block.minecraft.banner.triangles_top.brown
item.banner.triangles_top.cyan,block.minecraft.banner.triangles_top.cyan
item.banner.triangles_top.gray,block.minecraft.banner.triangles_top.gray
item.banner.triangles_top.green,block.minecraft.banner.triangles_top.green
item.banner.triangles_top.lightBlue,block.minecraft.banner.triangles_top.light_blue
item.banner.triangles_top.lime,block.minecraft.banner.triangles_top.lime
item.banner.triangles_top.magenta,block.minecraft.banner.triangles_top.magenta
item.banner.triangles_top.orange,block.minecraft.banner.triangles_top.orange
item.banner.triangles_top.pink,block.minecraft.banner.triangles_top.pink
item.banner.triangles_top.purple,block.minecraft.banner.triangles_top.purple
item.banner.triangles_top.red,block.minecraft.banner.triangles_top.red
item.banner.triangles_top.silver,block.minecraft.banner.triangles_top.light_gray
item.banner.triangles_top.white,block.minecraft.banner.triangles_top.white
item.banner.triangles_top.yellow,block.minecraft.banner.triangles_top.yellow
item.banner.white.name,block.minecraft.white_banner
item.banner.yellow.name,block.minecraft.yellow_banner
item.bed.black.name,block.minecraft.black_bed
item.bed.red.name,block.minecraft.red_bed
item.bed.green.name,block.minecraft.green_bed
item.bed.brown.name,block.minecraft.brown_bed
item.bed.blue.name,block.minecraft.blue_bed
item.bed.purple.name,block.minecraft.purple_bed
item.bed.cyan.name,block.minecraft.cyan_bed
item.bed.silver.name,block.minecraft.light_gray_bed
item.bed.gray.name,block.minecraft.gray_bed
item.bed.pink.name,block.minecraft.pink_bed
item.bed.lime.name,block.minecraft.lime_bed
item.bed.yellow.name,block.minecraft.yellow_bed
item.bed.lightBlue.name,block.minecraft.light_blue_bed
item.bed.magenta.name,block.minecraft.magenta_bed
item.bed.orange.name,block.minecraft.orange_bed
item.bed.white.name,block.minecraft.white_bed
item.bell.name,block.minecraft.bell
item.steak.name,item.minecraft.cooked_beef
item.beef.name,item.minecraft.beef
item.beetroot.name,item.minecraft.beetroot
item.beetroot_soup.name,item.minecraft.beetroot_soup
item.blaze_powder.name,item.minecraft.blaze_powder
item.blaze_rod.name,item.minecraft.blaze_rod
item.boat.oak.name,item.minecraft.oak_boat
item.boat.spruce.name,item.minecraft.spruce_boat
item.boat.birch.name,item.minecraft.birch_boat
item.boat.jungle.name,item.minecraft.jungle_boat
item.boat.acacia.name,item.minecraft.acacia_boat
item.boat.big_oak.name,item.minecraft.dark_oak_boat
item.bone.name,item.minecraft.bone
item.book.name,item.minecraft.book
item.leather_boots.name,item.minecraft.leather_boots
item.diamond_boots.name,item.minecraft.diamond_boots
item.golden_boots.name,item.minecraft.golden_boots
item.iron_boots.name,item.minecraft.iron_boots
item.bow.name,item.minecraft.bow
item.bowl.name,item.minecraft.bowl
item.bread.name,item.minecraft.bread
item.brewing_stand.name,item.minecraft.brewing_stand
item.brick.name,item.minecraft.brick
item.bucket.name,item.minecraft.bucket
item.bucketLava.name,item.minecraft.lava_bucket
item.bucketWater.name,item.minecraft.water_bucket
item.bucketFish.name,item.minecraft.cod_bucket
item.bucketSalmon.name,item.minecraft.salmon_bucket
item.bucketTropical.name,item.minecraft.tropical_fish_bucket
item.bucketPuffer.name,item.minecraft.pufferfish_bucket
item.bucketAxolotl.name,item.minecraft.axolotl_bucket
item.tropicalColorWhite.name,item.minecraft.firework_star.white
item.tropicalColorOrange.name,item.minecraft.firework_star.orange
item.tropicalColorMagenta.name,item.minecraft.firework_star.magenta
item.tropicalColorYellow.name,item.minecraft.firework_star.yellow
item.tropicalColorLime.name,item.minecraft.firework_star.lime
item.tropicalColorGray.name,item.minecraft.firework_star.gray
item.tropicalColorBlue.name,item.minecraft.firework_star.blue
item.tropicalColorBrown.name,item.minecraft.firework_star.brown
item.tropicalColorGreen.name,item.minecraft.firework_star.green
item.tropicalColorRed.name,item.minecraft.firework_star.red
item.tropicalSchoolAnemone.name,entity.minecraft.tropical_fish.predefined.0
item.tropicalSchoolBlackTang.name,entity.minecraft.tropical_fish.predefined.1
item.tropicalSchoolClownfish.name,entity.minecraft.tropical_fish.predefined.5
item.tropicalSchoolCottonCandyBetta.name,entity.minecraft.tropical_fish.predefined.6
item.tropicalSchoolDottyback.name,entity.minecraft.tropical_fish.predefined.7
item.tropicalSchoolEmperorRedSnapper.name,entity.minecraft.tropical_fish.predefined.8
item.tropicalSchoolGoatfish.name,entity.minecraft.tropical_fish.predefined.9
item.tropicalSchoolMoorishIdol.name,entity.minecraft.tropical_fish.predefined.10
item.tropicalSchoolParrotfish.name,entity.minecraft.tropical_fish.predefined.12
item.tropicalSchoolRedCichlid.name,entity.minecraft.tropical_fish.predefined.14
item.tropicalSchoolRedLippedBlenny.name,entity.minecraft.tropical_fish.predefined.15
item.tropicalSchoolRedSnapper.name,entity.minecraft.tropical_fish.predefined.16
item.tropicalSchoolThreadfin.name,entity.minecraft.tropical_fish.predefined.17
item.tropicalSchoolTriggerfish.name,entity.minecraft.tropical_fish.predefined.19
item.tropicalSchoolYellowTang.name,entity.minecraft.tropical_fish.predefined.21
item.cake.name,block.minecraft.cake
item.canBreak,item.canBreak
item.canPlace,item.canPlace
item.itemLock.hoverText.cantBe.dropped,stat_type.minecraft.dropped
item.golden_carrot.name,item.minecraft.golden_carrot
item.carrotOnAStick.name,item.minecraft.carrot_on_a_stick
item.warped_fungus_on_a_stick.name,item.minecraft.warped_fungus_on_a_stick
item.carrot.name,item.minecraft.carrot
item.cauldron.name,item.minecraft.cauldron
item.charcoal.name,item.minecraft.charcoal
item.leather_chestplate.name,item.minecraft.leather_chestplate
item.diamond_chestplate.name,item.minecraft.diamond_chestplate
item.golden_chestplate.name,item.minecraft.golden_chestplate
item.iron_chestplate.name,item.minecraft.iron_chestplate
item.chorus_fruit.name,item.minecraft.chorus_fruit
item.chorus_fruit_popped.name,item.minecraft.popped_chorus_fruit
item.cooked_chicken.name,item.minecraft.cooked_chicken
item.cooked_porkchop.name,item.minecraft.cooked_porkchop
item.chicken.name,item.minecraft.chicken
item.clay_ball.name,block.minecraft.clay
item.clock.name,item.minecraft.clock
item.coal.name,item.minecraft.coal
item.comparator.name,block.minecraft.comparator
item.compass.name,item.minecraft.compass
item.lodestonecompass.name,item.minecraft.lodestone_compass
item.cookie.name,item.minecraft.cookie
item.crossbow.name,item.minecraft.crossbow
item.diamond.name,item.minecraft.diamond
item.repeater.name,block.minecraft.repeater
item.acacia_door.name,block.minecraft.acacia_door
item.birch_door.name,block.minecraft.birch_door
item.dark_oak_door.name,block.minecraft.dark_oak_door
item.iron_door.name,block.minecraft.iron_door
item.jungle_door.name,block.minecraft.jungle_door
item.wooden_door.name,block.minecraft.oak_door
item.spruce_door.name,block.minecraft.spruce_door
item.crimson_door.name,block.minecraft.crimson_door
item.warped_door.name,block.minecraft.warped_door
item.dragon_breath.name,item.minecraft.dragon_breath
item.dyed,item.dyed
item.dye.black.name,item.minecraft.ink_sac
item.dye.black_new.name,item.minecraft.black_dye
item.dye.blue.name,item.minecraft.lapis_lazuli
item.dye.blue_new.name,item.minecraft.blue_dye
item.dye.brown.name,item.minecraft.cocoa_beans
item.dye.brown_new.name,item.minecraft.brown_dye
item.dye.cyan.name,item.minecraft.cyan_dye
item.dye.gray.name,item.minecraft.gray_dye
item.dye.green.name,item.minecraft.green_dye
item.dye.lightBlue.name,item.minecraft.light_blue_dye
item.dye.lime.name,item.minecraft.lime_dye
item.dye.magenta.name,item.minecraft.magenta_dye
item.dye.orange.name,item.minecraft.orange_dye
item.dye.pink.name,item.minecraft.pink_dye
item.dye.purple.name,item.minecraft.purple_dye
item.dye.red.name,item.minecraft.red_dye
item.dye.silver.name,item.minecraft.light_gray_dye
item.dye.white.name,item.minecraft.bone_meal
item.dye.white_new.name,item.minecraft.white_dye
item.dye.yellow.name,item.minecraft.yellow_dye
item.glow_ink_sac.name,item.minecraft.glow_ink_sac
item.glow_frame.name,item.minecraft.glow_item_frame
item.egg.name,item.minecraft.egg
item.elytra.name,item.minecraft.elytra
item.emerald.name,item.minecraft.emerald
item.emptyMap.name,item.minecraft.map
item.enchanted_book.name,item.minecraft.enchanted_book
item.end_crystal.name,item.minecraft.end_crystal
tile.end_rod.name,block.minecraft.end_rod
item.ender_eye.name,item.minecraft.ender_eye
item.ender_pearl.name,item.minecraft.ender_pearl
item.experience_bottle.name,item.minecraft.experience_bottle
item.feather.name,item.minecraft.feather
item.fermented_spider_eye.name,item.minecraft.fermented_spider_eye
item.fireball.name,item.minecraft.fire_charge
item.fireworks.flight,item.minecraft.firework_rocket.flight
item.fireworks.name,item.minecraft.firework_rocket
item.fireworksCharge.black,item.minecraft.firework_star.black
item.fireworksCharge.blue,item.minecraft.firework_star.blue
item.fireworksCharge.brown,item.minecraft.firework_star.brown
item.fireworksCharge.customColor,item.minecraft.firework_star.custom_color
item.fireworksCharge.cyan,item.minecraft.firework_star.cyan
item.fireworksCharge.fadeTo,item.minecraft.firework_star.fade_to
item.fireworksCharge.flicker,item.minecraft.firework_star.flicker
item.fireworksCharge.gray,item.minecraft.firework_star.gray
item.fireworksCharge.green,item.minecraft.firework_star.green
item.fireworksCharge.lightBlue,item.minecraft.firework_star.light_blue
item.fireworksCharge.lime,item.minecraft.firework_star.lime
item.fireworksCharge.magenta,item.minecraft.firework_star.magenta
item.fireworksCharge.name,item.minecraft.firework_star
item.fireworksCharge.orange,item.minecraft.firework_star.orange
item.fireworksCharge.pink,item.minecraft.firework_star.pink
item.fireworksCharge.purple,item.minecraft.firework_star.purple
item.fireworksCharge.red,item.minecraft.firework_star.red
item.fireworksCharge.silver,item.minecraft.firework_star.light_gray
item.fireworksCharge.trail,item.minecraft.firework_star.trail
item.fireworksCharge.type,item.minecraft.firework_star.shape
item.fireworksCharge.type.0,item.minecraft.firework_star.shape.small_ball
item.fireworksCharge.type.1,item.minecraft.firework_star.shape.large_ball
item.fireworksCharge.type.2,item.minecraft.firework_star.shape.star
item.fireworksCharge.type.3,item.minecraft.firework_star.shape.creeper
item.fireworksCharge.type.4,item.minecraft.firework_star.shape.burst
item.fireworksCharge.white,item.minecraft.firework_star.white
item.fireworksCharge.yellow,item.minecraft.firework_star.yellow
item.clownfish.name,item.minecraft.tropical_fish
item.cooked_fish.name,item.minecraft.cooked_cod
item.fish.name,item.minecraft.cod
item.pufferfish.name,item.minecraft.pufferfish
item.cooked_salmon.name,item.minecraft.cooked_salmon
item.salmon.name,item.minecraft.salmon
item.fishing_rod.name,item.minecraft.fishing_rod
item.flint.name,item.minecraft.flint
item.flint_and_steel.name,item.minecraft.flint_and_steel
item.flower_pot.name,item.minecraft.flower_pot
item.frame.name,item.minecraft.item_frame
item.ghast_tear.name,item.minecraft.ghast_tear
item.glass_bottle.name,item.minecraft.glass_bottle
item.gold_nugget.name,item.minecraft.gold_nugget
item.iron_nugget.name,item.minecraft.iron_nugget
item.diamond_axe.name,item.minecraft.diamond_axe
item.golden_axe.name,item.minecraft.golden_axe
item.iron_axe.name,item.minecraft.iron_axe
item.stone_axe.name,item.minecraft.stone_axe
item.wooden_axe.name,item.minecraft.wooden_axe
item.leather_helmet.name,item.minecraft.leather_helmet
item.diamond_helmet.name,item.minecraft.diamond_helmet
item.golden_helmet.name,item.minecraft.golden_helmet
item.iron_helmet.name,item.minecraft.iron_helmet
item.diamond_hoe.name,item.minecraft.diamond_hoe
item.golden_hoe.name,item.minecraft.golden_hoe
item.iron_hoe.name,item.minecraft.iron_hoe
item.stone_hoe.name,item.minecraft.stone_hoe
item.wooden_hoe.name,item.minecraft.wooden_hoe
item.honey_bottle.name,item.minecraft.honey_bottle
item.honeycomb.name,item.minecraft.honeycomb
item.horsearmordiamond.name,item.minecraft.diamond_horse_armor
item.horsearmoriron.name,item.minecraft.iron_horse_armor
item.horsearmorleather.name,item.minecraft.leather_horse_armor
item.gold_ingot.name,item.minecraft.gold_ingot
item.iron_ingot.name,item.minecraft.iron_ingot
item.netherite_ingot.name,item.minecraft.netherite_ingot
item.netherite_scrap.name,item.minecraft.netherite_scrap
item.netherite_sword.name,item.minecraft.netherite_sword
item.netherite_pickaxe.name,item.minecraft.netherite_pickaxe
item.netherite_axe.name,item.minecraft.netherite_axe
item.netherite_shovel.name,item.minecraft.netherite_shovel
item.netherite_hoe.name,item.minecraft.netherite_hoe
item.netherite_boots.name,item.minecraft.netherite_boots
item.netherite_leggings.name,item.minecraft.netherite_leggings
item.netherite_chestplate.name,item.minecraft.netherite_chestplate
item.netherite_helmet.name,item.minecraft.netherite_helmet
